user_id,video_id,timestamp,watch_seconds,video_duration,watch_fraction,event_type,quiz_shown,quiz_correct,like,save,share,position_in_feed,hashtag,weight,positive,hour,day_of_week,days_since_epoch,confidence
user_463,video_49,2025-09-16 04:42:23.300426,217,240,0.9,pause,True,0.0,1,0,0,8,#edebiyat#10,7.5,1,4,1,624,1.75
user_267,video_99,2025-08-19 19:00:44.300604,13,78,0.17,skip,False,-1.0,0,0,0,13,#paragraf#11,1.85,0,19,1,596,1.185
user_253,video_106,2025-09-07 05:44:49.300778,80,93,0.86,play,True,1.0,1,0,0,7,#coğrafya#9#ayt,10.3,1,5,6,615,2.0300000000000002
user_332,video_154,2025-09-01 13:38:20.300944,12,189,0.06,skip,True,0.0,0,0,0,16,#biyoloji#12#ayt,1.3,0,13,0,609,1.13
user_298,video_179,2025-09-04 22:58:41.301097,182,232,0.78,pause,False,-1.0,1,0,0,8,#fizik#10#tyt,6.9,1,22,3,612,1.69
user_438,video_195,2025-08-23 06:27:41.301256,142,237,0.6,play,False,-1.0,0,0,0,16,#tarih#9#ayt,4.0,1,6,5,600,1.4
user_203,video_177,2025-09-13 12:52:56.301419,123,168,0.73,pause,False,-1.0,1,0,0,13,#matematik#12#tyt,6.65,1,12,5,621,1.665
user_300,video_91,2025-09-08 22:54:23.301583,51,103,0.5,play,True,0.0,0,0,0,3,#coğrafya#12,3.5,0,22,0,616,1.35
user_197,video_183,2025-09-03 06:31:36.301736,222,232,0.96,complete,False,-1.0,0,0,0,17,#edebiyat#10,5.8,1,6,2,611,1.58
user_492,video_127,2025-09-16 18:18:13.301901,22,71,0.31,pause,True,1.0,0,0,0,18,#edebiyat#10#tyt,5.55,1,18,1,624,1.5550000000000002
user_329,video_109,2025-08-22 04:54:16.302056,201,240,0.84,play,False,-1.0,1,1,0,14,#paragraf#9,8.7,1,4,4,599,1.87
user_192,video_155,2025-08-19 20:48:07.302217,110,118,0.93,complete,False,-1.0,1,0,0,12,#edebiyat#12#tyt,7.65,1,20,1,596,1.7650000000000001
user_153,video_108,2025-09-07 05:16:32.302380,133,185,0.72,pause,False,-1.0,1,0,0,13,#paragraf#10#tyt,6.6,1,5,6,615,1.6600000000000001
user_44,video_110,2025-09-08 04:29:31.302602,66,73,0.9,play,False,-1.0,1,1,0,7,#paragraf#12#ayt,9.0,1,4,0,616,1.9
user_207,video_30,2025-09-15 21:29:46.302838,25,91,0.27,skip,False,-1.0,0,0,0,20,#kimya#9#ayt,2.35,0,21,0,623,1.235
user_28,video_70,2025-09-05 21:55:27.303038,103,236,0.44,play,True,1.0,0,0,0,12,#tarih#12#ayt,6.2,1,21,4,613,1.62
user_129,video_179,2025-09-04 16:47:22.303215,36,232,0.16,skip,True,0.0,0,0,0,13,#fizik#10#tyt,1.8,0,16,3,612,1.18
user_110,video_23,2025-09-05 09:49:04.303386,58,73,0.79,play,True,0.0,0,1,0,12,#paragraf#11#ayt,6.45,1,9,4,613,1.645
user_463,video_121,2025-08-20 18:16:58.303568,57,84,0.68,pause,True,0.0,0,0,0,9,#tarih#10#ayt,4.4,1,18,2,597,1.44
user_268,video_19,2025-08-23 03:00:28.303738,26,230,0.11,skip,False,-1.0,0,0,0,15,#tarih#10#tyt,1.55,0,3,5,600,1.155
user_413,video_101,2025-08-21 08:04:05.303935,45,79,0.57,pause,False,-1.0,0,0,0,13,#biyoloji#12#ayt,3.8499999999999996,0,8,3,598,1.385
user_326,video_23,2025-08-23 07:32:15.304147,53,73,0.73,pause,True,1.0,0,0,0,16,#paragraf#11#ayt,7.65,1,7,5,600,1.7650000000000001
user_214,video_98,2025-08-24 18:08:29.304340,166,177,0.94,complete,False,-1.0,0,1,0,16,#edebiyat#11,7.199999999999999,1,18,6,601,1.72
user_317,video_135,2025-09-11 06:54:30.304538,36,129,0.28,skip,False,-1.0,0,0,0,9,#biyoloji#9#tyt,2.4000000000000004,0,6,3,619,1.24
user_105,video_62,2025-09-06 09:30:53.304751,8,80,0.1,skip,False,-1.0,0,0,0,12,#coğrafya#10,1.5,0,9,5,614,1.15
user_301,video_196,2025-09-15 05:19:41.304943,56,223,0.25,skip,False,-1.0,0,0,0,20,#biyoloji#9,2.25,0,5,0,623,1.225
user_376,video_158,2025-08-26 00:09:52.305125,15,108,0.14,skip,False,-1.0,0,0,0,13,#edebiyat#11,1.7000000000000002,0,0,1,603,1.17
user_348,video_156,2025-09-02 13:20:59.305348,179,221,0.81,play,True,1.0,0,0,0,18,#tarih#10#tyt,8.05,1,13,1,610,1.8050000000000002
user_295,video_5,2025-08-22 21:22:21.305553,26,74,0.35,pause,False,-1.0,0,0,0,9,#edebiyat#10#ayt,2.75,0,21,4,599,1.275
user_290,video_141,2025-08-24 16:01:04.305727,109,113,0.96,complete,False,-1.0,1,1,0,7,#coğrafya#11,9.3,1,16,6,601,1.9300000000000002
user_424,video_169,2025-08-27 03:09:27.305939,4,66,0.06,skip,False,-1.0,0,0,0,16,#kimya#10#tyt,1.3,0,3,2,604,1.13
user_34,video_61,2025-08-20 06:04:38.306145,80,199,0.4,play,True,1.0,0,0,0,6,#biyoloji#11#ayt,6.0,1,6,2,597,1.6
user_240,video_82,2025-09-14 19:07:07.306364,173,176,0.98,complete,False,-1.0,0,0,0,3,#fizik#9#tyt,5.9,1,19,6,622,1.59
user_436,video_5,2025-09-11 15:23:57.306583,32,74,0.43,play,False,-1.0,0,0,0,20,#edebiyat#10#ayt,3.15,0,15,3,619,1.315
user_184,video_15,2025-08-21 16:44:40.306801,113,192,0.59,play,False,-1.0,0,0,0,10,#matematik#11#tyt,3.9499999999999997,0,16,3,598,1.395
user_278,video_122,2025-08-21 17:47:02.306974,62,159,0.39,pause,False,-1.0,0,0,0,19,#tarih#12#tyt,2.95,0,17,3,598,1.295
user_68,video_75,2025-09-12 20:48:54.307166,79,112,0.71,play,False,-1.0,1,0,1,14,#coğrafya#12,7.55,1,20,4,620,1.755
user_191,video_133,2025-08-19 20:44:44.307349,80,163,0.49,pause,False,-1.0,0,0,0,11,#biyoloji#11#ayt,3.45,0,20,1,596,1.345
user_96,video_135,2025-08-25 14:11:22.307546,49,129,0.38,play,True,1.0,0,0,0,19,#biyoloji#9#tyt,5.9,1,14,0,602,1.59
user_204,video_138,2025-09-04 18:54:25.307719,77,212,0.36,play,False,-1.0,0,0,0,6,#paragraf#9#ayt,2.8,0,18,3,612,1.28
user_160,video_96,2025-08-27 22:50:09.307909,126,137,0.92,complete,False,-1.0,1,0,0,17,#biyoloji#9#ayt,7.6000000000000005,1,22,2,604,1.7600000000000002
user_198,video_27,2025-09-06 22:56:53.308074,55,228,0.24,skip,False,-1.0,0,0,0,1,#fizik#10,2.2,0,22,5,614,1.22
user_225,video_41,2025-08-30 08:59:32.308247,3,63,0.05,skip,True,0.0,0,0,0,12,#edebiyat#12#ayt,1.25,0,8,5,607,1.125
user_188,video_34,2025-08-20 22:40:56.308422,41,181,0.23,skip,True,1.0,0,0,0,2,#biyoloji#11#tyt,5.15,1,22,2,597,1.5150000000000001
user_455,video_103,2025-08-24 03:44:28.308595,44,223,0.2,skip,True,0.0,0,0,0,14,#coğrafya#12#ayt,2.0,0,3,6,601,1.2
user_22,video_64,2025-08-25 17:31:09.308762,45,163,0.28,skip,True,0.0,0,0,1,8,#biyoloji#10#tyt,3.4000000000000004,0,17,0,602,1.34
user_235,video_65,2025-09-16 07:50:05.308925,134,145,0.92,complete,False,-1.0,0,0,0,16,#biyoloji#10#tyt,5.6000000000000005,1,7,1,624,1.56
user_12,video_56,2025-09-12 15:44:37.309080,29,227,0.13,skip,True,0.0,0,0,1,13,#paragraf#9#ayt,2.65,0,15,4,620,1.2650000000000001
user_474,video_78,2025-09-10 19:23:17.309248,36,182,0.2,skip,True,0.0,0,0,0,11,#coğrafya#12#tyt,2.0,0,19,2,618,1.2
user_48,video_166,2025-09-04 17:28:55.309419,112,223,0.5,play,False,-1.0,0,0,0,17,#geometri#9,3.5,0,17,3,612,1.35
user_58,video_157,2025-08-26 22:04:22.309644,49,174,0.28,skip,False,-1.0,0,0,0,15,#biyoloji#12#ayt,2.4000000000000004,0,22,1,603,1.24
user_89,video_166,2025-09-02 03:18:59.309884,147,223,0.66,play,True,0.0,0,0,0,3,#geometri#9,4.300000000000001,1,3,1,610,1.4300000000000002
user_6,video_109,2025-08-31 06:39:40.310070,192,240,0.8,pause,False,-1.0,1,1,0,20,#paragraf#9,8.5,1,6,6,608,1.85
user_435,video_181,2025-08-20 06:03:12.310314,106,220,0.48,pause,True,0.0,0,0,0,16,#tarih#9#tyt,3.4,0,6,2,597,1.34
user_87,video_101,2025-09-11 08:39:00.310505,78,79,0.99,complete,False,-1.0,0,1,0,13,#biyoloji#12#ayt,7.45,1,8,3,619,1.745
user_233,video_33,2025-09-08 01:49:02.310686,57,220,0.26,skip,False,-1.0,0,0,0,5,#fizik#9,2.3,0,1,0,616,1.23
user_122,video_154,2025-09-15 13:06:33.310873,100,189,0.53,pause,False,-1.0,0,0,0,17,#biyoloji#12#ayt,3.6500000000000004,0,13,0,623,1.365
user_59,video_167,2025-08-27 10:57:07.311035,12,80,0.15,skip,False,-1.0,0,0,1,17,#coğrafya#10#tyt,2.75,0,10,2,604,1.275
user_358,video_111,2025-09-15 16:17:59.311212,61,194,0.31,pause,False,-1.0,0,0,0,12,#biyoloji#11#tyt,2.55,0,16,0,623,1.255
user_395,video_130,2025-08-30 01:02:17.311402,52,222,0.23,skip,False,-1.0,0,0,0,16,#biyoloji#11#tyt,2.1500000000000004,0,1,5,607,1.215
user_57,video_183,2025-09-13 00:06:49.311643,119,232,0.51,play,False,-1.0,0,0,0,16,#edebiyat#10,3.55,0,0,5,621,1.355
user_273,video_179,2025-08-20 20:22:11.311885,8,232,0.03,skip,False,-1.0,0,0,1,3,#fizik#10#tyt,2.15,0,20,2,597,1.215
user_495,video_110,2025-09-06 18:40:35.312153,37,73,0.51,play,True,0.0,0,0,0,15,#paragraf#12#ayt,3.55,0,18,5,614,1.355
user_341,video_149,2025-09-02 19:19:16.312465,33,127,0.26,skip,True,0.0,0,0,0,10,#biyoloji#9,2.3,0,19,1,610,1.23
user_303,video_147,2025-09-12 23:20:22.312741,50,100,0.5,pause,False,-1.0,0,0,0,5,#paragraf#12#ayt,3.5,0,23,4,620,1.35
user_173,video_5,2025-08-18 22:14:02.312985,4,74,0.05,skip,False,-1.0,0,0,0,11,#edebiyat#10#ayt,1.25,0,22,0,595,1.125
user_75,video_86,2025-08-23 06:08:41.313146,3,67,0.04,skip,False,-1.0,0,0,1,12,#paragraf#12#tyt,2.2,0,6,5,600,1.22
user_475,video_155,2025-09-01 01:35:06.313369,28,118,0.24,skip,False,-1.0,0,0,0,1,#edebiyat#12#tyt,2.2,0,1,0,609,1.22
user_255,video_77,2025-09-06 21:48:23.313569,56,186,0.3,pause,True,1.0,0,0,0,17,#tarih#12#tyt,5.5,1,21,5,614,1.55
user_378,video_39,2025-09-04 19:53:58.313735,122,190,0.64,play,True,0.0,0,0,0,11,#coğrafya#12#tyt,4.2,1,19,3,612,1.42
user_397,video_3,2025-09-14 04:48:31.313945,82,82,1.0,complete,False,-1.0,1,0,0,1,#fizik#12#ayt,8.0,1,4,6,622,1.8
user_228,video_87,2025-09-13 18:46:27.314107,16,203,0.08,skip,False,-1.0,0,0,0,3,#tarih#10#tyt,1.4,0,18,5,621,1.14
user_229,video_29,2025-08-23 20:19:09.314278,107,175,0.61,pause,False,-1.0,0,0,0,1,#biyoloji#12,4.05,1,20,5,600,1.405
user_108,video_181,2025-08-25 08:12:51.314511,66,220,0.3,play,False,-1.0,0,0,0,6,#tarih#9#tyt,2.5,0,8,0,602,1.25
user_342,video_5,2025-09-02 05:34:49.314703,69,74,0.93,complete,False,-1.0,0,0,0,1,#edebiyat#10#ayt,5.65,1,5,1,610,1.565
user_432,video_190,2025-09-11 08:27:43.314890,47,120,0.39,play,False,-1.0,0,0,0,19,#biyoloji#12#tyt,2.95,0,8,3,619,1.295
user_458,video_165,2025-09-12 06:36:35.315104,50,105,0.48,pause,False,-1.0,0,0,0,10,#biyoloji#12,3.4,0,6,4,620,1.34
user_184,video_9,2025-08-30 00:17:05.315294,77,150,0.51,pause,True,0.0,0,0,0,19,#edebiyat#10#tyt,3.55,0,0,5,607,1.355
user_138,video_157,2025-08-28 09:27:21.315469,112,174,0.64,pause,True,0.0,0,0,0,3,#biyoloji#12#ayt,4.2,1,9,3,605,1.42
user_15,video_198,2025-08-27 10:46:27.315639,65,163,0.4,pause,True,0.0,0,0,0,15,#paragraf#10,3.0,0,10,2,604,1.3
user_444,video_145,2025-08-21 20:34:38.315815,37,68,0.54,play,True,0.0,0,0,0,1,#paragraf#12#ayt,3.7,0,20,3,598,1.37
user_416,video_133,2025-08-21 01:52:17.315986,66,163,0.4,play,False,-1.0,0,0,0,7,#biyoloji#11#ayt,3.0,0,1,3,598,1.3
user_149,video_106,2025-08-30 04:08:04.316142,74,93,0.8,play,False,-1.0,1,0,0,15,#coğrafya#9#ayt,7.0,1,4,5,607,1.7000000000000002
user_277,video_189,2025-09-12 16:02:48.316321,194,235,0.83,play,False,-1.0,0,0,1,11,#matematik#9,6.1499999999999995,1,16,4,620,1.615
user_467,video_199,2025-08-20 01:07:59.316533,44,116,0.38,pause,True,0.0,0,0,0,17,#fizik#9,2.9,0,1,2,597,1.29
user_393,video_182,2025-09-11 14:43:29.316742,170,178,0.96,complete,True,0.0,0,0,0,4,#kimya#12#ayt,5.8,1,14,3,619,1.58
user_204,video_126,2025-09-09 13:57:36.316911,6,215,0.03,skip,False,-1.0,0,0,0,14,#edebiyat#9#ayt,1.15,0,13,1,617,1.115
user_414,video_134,2025-08-27 06:27:23.317059,65,129,0.5,play,False,-1.0,0,0,0,15,#edebiyat#12#ayt,3.5,0,6,2,604,1.35
user_45,video_52,2025-09-11 23:17:42.317230,52,113,0.46,pause,False,-1.0,0,0,0,2,#paragraf#10#tyt,3.3000000000000003,0,23,3,619,1.33
user_380,video_86,2025-08-19 15:52:40.317385,40,67,0.6,pause,True,0.0,0,0,0,5,#paragraf#12#tyt,4.0,1,15,1,596,1.4
user_51,video_47,2025-08-27 17:30:05.317576,21,77,0.27,skip,False,-1.0,0,0,0,8,#fizik#9#tyt,2.35,0,17,2,604,1.235
user_29,video_161,2025-09-15 11:39:44.317781,40,76,0.53,pause,True,1.0,0,0,0,15,#edebiyat#10#tyt,6.65,1,11,0,623,1.665
user_98,video_5,2025-09-05 16:48:15.318031,41,74,0.55,play,False,-1.0,0,0,0,4,#edebiyat#10#ayt,3.75,0,16,4,613,1.375
user_140,video_151,2025-09-07 11:53:01.318212,56,80,0.7,play,False,-1.0,0,0,0,10,#tarih#10#ayt,4.5,1,11,6,615,1.45
user_34,video_65,2025-09-16 11:55:13.318428,87,145,0.6,play,False,-1.0,0,0,0,3,#biyoloji#10#tyt,4.0,1,11,1,624,1.4
user_340,video_48,2025-09-08 15:30:02.318625,2,173,0.01,skip,False,-1.0,0,0,0,1,#biyoloji#12#tyt,1.05,0,15,0,616,1.105
user_451,video_40,2025-09-10 07:29:03.318814,73,91,0.8,play,True,0.0,1,0,0,20,#tarih#11#tyt,7.0,1,7,2,618,1.7000000000000002
user_346,video_22,2025-08-29 20:21:30.319011,48,139,0.35,play,False,-1.0,0,0,0,9,#kimya#10#ayt,2.75,0,20,4,606,1.275
user_344,video_86,2025-08-27 05:03:34.319202,19,67,0.28,skip,False,-1.0,0,0,0,14,#paragraf#12#tyt,2.4000000000000004,0,5,2,604,1.24
user_493,video_60,2025-09-06 10:35:51.319396,10,94,0.11,skip,False,-1.0,0,0,0,19,#matematik#9#ayt,1.55,0,10,5,614,1.155
user_188,video_23,2025-08-30 01:37:47.319575,42,73,0.58,pause,False,-1.0,0,0,0,10,#paragraf#11#ayt,3.9,0,1,5,607,1.3900000000000001
user_338,video_153,2025-09-14 11:05:00.319817,36,146,0.25,skip,False,-1.0,0,0,1,7,#edebiyat#9#ayt,3.25,0,11,6,622,1.325
user_226,video_134,2025-09-16 01:33:03.320000,98,129,0.76,pause,False,-1.0,0,1,0,14,#edebiyat#12#ayt,6.3,1,1,1,624,1.63
user_431,video_141,2025-09-10 08:02:23.320238,88,113,0.78,play,False,-1.0,0,1,0,2,#coğrafya#11,6.4,1,8,2,618,1.6400000000000001
user_468,video_99,2025-08-23 22:56:36.320514,56,78,0.72,pause,True,1.0,0,0,0,18,#paragraf#11,7.6,1,22,5,600,1.76
user_301,video_136,2025-09-18 08:45:12.320747,102,102,1.0,complete,False,-1.0,0,0,0,18,#paragraf#11#ayt,6.0,1,8,3,626,1.6
user_92,video_20,2025-09-14 02:21:01.320964,138,150,0.92,complete,False,-1.0,0,1,0,16,#paragraf#11,7.1000000000000005,1,2,6,622,1.71
user_267,video_17,2025-09-13 17:10:57.321131,52,64,0.81,pause,True,0.0,0,1,0,11,#coğrafya#10#ayt,6.550000000000001,1,17,5,621,1.6550000000000002
user_9,video_110,2025-08-31 23:26:29.321296,5,73,0.07,skip,True,1.0,0,0,0,18,#paragraf#12#ayt,4.35,1,23,6,608,1.435
user_305,video_13,2025-09-10 00:52:11.321483,146,195,0.75,play,False,-1.0,0,1,0,3,#edebiyat#11,6.25,1,0,2,618,1.625
user_138,video_101,2025-09-14 20:41:29.321670,61,79,0.77,pause,True,1.0,1,0,0,14,#biyoloji#12#ayt,9.85,1,20,6,622,1.9849999999999999
user_462,video_2,2025-09-10 21:17:58.321873,122,161,0.76,pause,False,-1.0,0,0,0,1,#biyoloji#11#ayt,4.8,1,21,2,618,1.48
user_371,video_134,2025-08-28 22:34:30.322025,52,129,0.4,pause,False,-1.0,0,0,0,13,#edebiyat#12#ayt,3.0,0,22,3,605,1.3
user_191,video_63,2025-08-22 08:24:10.322249,3,96,0.03,skip,False,-1.0,0,0,0,11,#coğrafya#10,1.15,0,8,4,599,1.115
user_28,video_95,2025-09-05 19:57:44.322458,54,109,0.5,pause,False,-1.0,0,0,0,6,#biyoloji#10#tyt,3.5,0,19,4,613,1.35
user_368,video_37,2025-08-25 10:44:54.322677,3,61,0.05,skip,True,1.0,0,0,1,17,#tarih#10#tyt,5.25,1,10,0,602,1.525
user_200,video_158,2025-09-17 00:56:06.322901,59,108,0.55,play,True,1.0,0,0,0,17,#edebiyat#11,6.75,1,0,2,625,1.675
user_306,video_73,2025-08-28 06:19:43.323103,136,148,0.92,complete,False,-1.0,0,1,0,9,#biyoloji#11#ayt,7.1000000000000005,1,6,3,605,1.71
user_55,video_188,2025-09-06 05:59:29.323313,139,147,0.95,complete,False,-1.0,1,0,0,5,#edebiyat#10#ayt,7.75,1,5,5,614,1.775
user_296,video_47,2025-09-04 11:32:38.323550,3,77,0.04,skip,False,-1.0,0,0,0,2,#fizik#9#tyt,1.2,0,11,3,612,1.12
user_430,video_156,2025-09-09 19:37:11.323791,174,221,0.79,play,False,-1.0,0,0,0,8,#tarih#10#tyt,4.95,1,19,1,617,1.495
user_437,video_72,2025-09-10 20:01:42.323977,81,134,0.6,play,True,0.0,0,0,0,9,#geometri#10,4.0,1,20,2,618,1.4
user_308,video_53,2025-09-08 00:38:22.324187,61,195,0.31,pause,False,-1.0,0,0,0,18,#edebiyat#12#tyt,2.55,0,0,0,616,1.255
user_133,video_166,2025-09-08 00:51:51.324380,42,223,0.19,skip,False,-1.0,0,0,0,14,#geometri#9,1.95,0,0,0,616,1.195
user_202,video_150,2025-08-23 22:38:31.324558,89,95,0.94,complete,False,-1.0,1,0,0,15,#edebiyat#11,7.699999999999999,1,22,5,600,1.77
user_157,video_52,2025-09-04 08:42:59.324725,47,113,0.42,play,False,-1.0,0,0,0,11,#paragraf#10#tyt,3.1,0,8,3,612,1.31
user_128,video_31,2025-09-07 22:04:14.324912,22,119,0.18,skip,False,-1.0,0,0,0,7,#fizik#12#tyt,1.9,0,22,6,615,1.19
user_21,video_141,2025-09-14 11:26:46.325079,78,113,0.69,pause,False,-1.0,0,0,0,5,#coğrafya#11,4.449999999999999,1,11,6,622,1.4449999999999998
user_394,video_2,2025-09-07 20:44:24.325262,79,161,0.49,play,False,-1.0,0,0,0,18,#biyoloji#11#ayt,3.45,0,20,6,615,1.345
user_457,video_161,2025-09-03 00:31:03.325569,58,76,0.76,pause,False,-1.0,0,0,0,4,#edebiyat#10#tyt,4.8,1,0,2,611,1.48
user_57,video_34,2025-08-18 18:51:29.325738,122,181,0.67,play,False,-1.0,0,0,0,1,#biyoloji#11#tyt,4.35,1,18,0,595,1.435
user_390,video_31,2025-08-31 13:07:29.325930,35,119,0.29,skip,False,-1.0,0,0,0,11,#fizik#12#tyt,2.45,0,13,6,608,1.245
user_439,video_167,2025-09-07 17:36:00.326137,77,80,0.96,complete,True,1.0,0,1,1,5,#coğrafya#10#tyt,11.3,1,17,6,615,2.13
user_323,video_68,2025-08-21 06:20:10.326314,128,164,0.78,play,True,1.0,1,1,0,7,#biyoloji#10,11.4,1,6,3,598,2.14
user_468,video_3,2025-09-05 13:59:04.326524,61,82,0.74,pause,False,-1.0,1,1,0,6,#fizik#12#ayt,8.2,1,13,4,613,1.8199999999999998
user_312,video_44,2025-09-16 02:15:09.326721,91,237,0.38,pause,True,1.0,0,0,0,11,#geometri#9#ayt,5.9,1,2,1,624,1.59
user_447,video_18,2025-08-26 23:19:49.326892,50,142,0.35,pause,False,-1.0,0,0,0,12,#tarih#12#ayt,2.75,0,23,1,603,1.275
user_393,video_18,2025-08-19 10:04:58.327097,67,142,0.47,play,False,-1.0,0,0,0,16,#tarih#12#ayt,3.3499999999999996,0,10,1,596,1.335
user_447,video_162,2025-08-28 20:37:02.327329,9,75,0.12,skip,False,-1.0,0,0,0,12,#biyoloji#12#ayt,1.6,0,20,3,605,1.1600000000000001
user_203,video_151,2025-09-03 16:07:24.327572,10,80,0.12,skip,False,-1.0,0,0,0,17,#tarih#10#ayt,1.6,0,16,2,611,1.1600000000000001
user_356,video_5,2025-09-09 14:43:16.327793,19,74,0.26,skip,False,-1.0,0,0,0,7,#edebiyat#10#ayt,2.3,0,14,1,617,1.23
user_89,video_18,2025-09-12 06:39:34.328022,86,142,0.61,play,False,-1.0,0,0,0,18,#tarih#12#ayt,4.05,1,6,4,620,1.405
user_173,video_18,2025-09-15 14:26:55.328241,15,142,0.11,skip,False,-1.0,0,0,0,18,#tarih#12#ayt,1.55,0,14,0,623,1.155
user_25,video_65,2025-09-07 08:47:54.328496,111,145,0.77,pause,False,-1.0,1,0,0,14,#biyoloji#10#tyt,6.85,1,8,6,615,1.685
user_153,video_42,2025-09-09 05:20:12.328673,178,233,0.76,pause,True,0.0,1,0,0,5,#fizik#11,6.8,1,5,1,617,1.6800000000000002
user_289,video_13,2025-09-06 07:03:55.328860,81,195,0.42,play,True,1.0,0,0,0,13,#edebiyat#11,6.1,1,7,5,614,1.6099999999999999
user_9,video_98,2025-08-29 23:55:28.329048,51,177,0.29,skip,False,-1.0,0,0,0,12,#edebiyat#11,2.45,0,23,4,606,1.245
user_484,video_123,2025-09-15 10:58:57.329227,80,141,0.57,pause,False,-1.0,0,0,0,15,#paragraf#12#tyt,3.8499999999999996,0,10,0,623,1.385
user_31,video_38,2025-09-11 07:54:06.329398,18,93,0.19,skip,False,-1.0,0,0,0,7,#coğrafya#11,1.95,0,7,3,619,1.195
user_428,video_2,2025-09-13 18:11:04.329573,21,161,0.13,skip,False,-1.0,0,0,0,8,#biyoloji#11#ayt,1.65,0,18,5,621,1.165
user_133,video_75,2025-08-31 17:32:25.329815,105,112,0.94,complete,False,-1.0,0,0,0,3,#coğrafya#12,5.699999999999999,1,17,6,608,1.5699999999999998
user_46,video_109,2025-09-04 21:54:17.329979,204,240,0.85,play,False,-1.0,1,0,0,4,#paragraf#9,7.25,1,21,3,612,1.725
user_386,video_154,2025-09-08 23:10:35.330155,181,189,0.96,complete,False,-1.0,1,1,0,2,#biyoloji#12#ayt,9.3,1,23,0,616,1.9300000000000002
user_339,video_124,2025-09-13 03:28:24.330360,130,160,0.81,play,True,0.0,1,0,0,20,#matematik#10#tyt,7.050000000000001,1,3,5,621,1.705
user_172,video_171,2025-08-29 06:53:34.330581,77,150,0.51,play,True,0.0,0,0,1,8,#tarih#9#ayt,4.55,0,6,4,606,1.455
user_200,video_143,2025-08-27 01:13:23.330750,34,69,0.49,play,False,-1.0,0,0,0,4,#matematik#9#ayt,3.45,0,1,2,604,1.345
user_183,video_69,2025-08-31 15:26:21.330934,56,183,0.31,play,False,-1.0,0,0,0,14,#fizik#11#tyt,2.55,0,15,6,608,1.255
user_144,video_54,2025-08-23 19:14:36.331114,7,81,0.09,skip,True,1.0,0,0,1,8,#matematik#11#tyt,5.45,1,19,5,600,1.545
user_216,video_104,2025-09-14 10:15:08.331298,26,151,0.17,skip,False,-1.0,0,0,0,14,#kimya#11#tyt,1.85,0,10,6,622,1.185
user_224,video_75,2025-08-30 12:52:01.331473,108,112,0.96,complete,False,-1.0,0,1,0,16,#coğrafya#12,7.3,1,12,5,607,1.73
user_371,video_190,2025-08-23 12:11:22.331652,14,120,0.12,skip,False,-1.0,0,0,0,15,#biyoloji#12#tyt,1.6,0,12,5,600,1.1600000000000001
user_453,video_87,2025-09-10 02:35:46.331811,7,203,0.03,skip,False,-1.0,0,0,0,16,#tarih#10#tyt,1.15,0,2,2,618,1.115
user_155,video_106,2025-09-04 02:52:32.331963,76,93,0.82,play,False,-1.0,1,0,0,4,#coğrafya#9#ayt,7.1,1,2,3,612,1.71
user_26,video_156,2025-09-06 13:33:33.332122,96,221,0.43,pause,False,-1.0,0,0,0,12,#tarih#10#tyt,3.15,0,13,5,614,1.315
user_183,video_8,2025-09-04 03:23:01.332307,7,217,0.03,skip,False,-1.0,0,0,0,9,#matematik#9#ayt,1.15,0,3,3,612,1.115
user_3,video_172,2025-09-15 07:15:35.332479,55,120,0.46,play,True,1.0,0,0,0,7,#geometri#10#tyt,6.300000000000001,1,7,0,623,1.6300000000000001
user_491,video_179,2025-09-11 07:40:22.332618,117,232,0.5,pause,False,-1.0,0,0,0,15,#fizik#10#tyt,3.5,0,7,3,619,1.35
user_283,video_176,2025-08-18 15:39:08.332768,111,145,0.77,play,False,-1.0,1,0,0,19,#coğrafya#11#ayt,6.85,1,15,0,595,1.685
user_344,video_168,2025-09-11 17:56:57.332921,38,78,0.49,play,False,-1.0,0,0,0,17,#biyoloji#10,3.45,0,17,3,619,1.345
user_348,video_111,2025-09-02 17:12:44.333071,125,194,0.64,pause,False,-1.0,0,0,0,14,#biyoloji#11#tyt,4.2,1,17,1,610,1.42
user_328,video_4,2025-09-13 01:26:36.333216,89,212,0.42,play,False,-1.0,0,0,0,6,#kimya#10,3.1,0,1,5,621,1.31
user_95,video_73,2025-09-09 04:37:56.333369,43,148,0.29,skip,False,-1.0,0,0,0,19,#biyoloji#11#ayt,2.45,0,4,1,617,1.245
user_367,video_98,2025-09-03 21:07:17.333519,113,177,0.64,pause,True,0.0,0,0,0,19,#edebiyat#11,4.2,1,21,2,611,1.42
user_230,video_3,2025-09-11 09:05:49.333663,64,82,0.78,play,True,1.0,1,0,0,4,#fizik#12#ayt,9.9,1,9,3,619,1.9900000000000002
user_471,video_43,2025-09-05 20:15:00.333814,43,140,0.31,play,False,-1.0,0,0,0,2,#fizik#11#tyt,2.55,0,20,4,613,1.255
user_240,video_105,2025-09-10 22:30:51.333961,166,222,0.75,play,False,-1.0,1,0,0,5,#geometri#9#ayt,6.75,1,22,2,618,1.675
user_316,video_69,2025-09-05 19:29:56.334129,8,183,0.04,skip,False,-1.0,0,0,0,12,#fizik#11#tyt,1.2,0,19,4,613,1.12
user_60,video_74,2025-08-30 04:47:44.334263,51,63,0.81,pause,False,-1.0,0,0,0,14,#kimya#10#ayt,5.050000000000001,1,4,5,607,1.5050000000000001
